Comment,cleaned_comment,Sentiment
"I like this video so much. If you dont mind, I would like to ask your permission to share this video to the other website in China for the embarrassing reason that you Youtbe is blocked from accessing in China. Of course, I will give sources of the original website. Thank you very much.","like, video, much, dont, mind, would, like, ask, permission, share, video, website, china, embarrassing, reason, youtbe, blocked, accessing, china, course, give, source, original, website, thank, much",Positive
Looks like a rolling trash can,"look, like, rolling, trash",Positive
"Well my personal truck only gets used for towing a few times a year, but the invaluable part is just having an open ended bed. I use that all the time. Of course there are cheaper options for open ended beds, but an SUV is absolutely not the same use case.","well, personal, truck, get, used, towing, time, year, invaluable, part, open, ended, bed, use, time, course, cheaper, option, open, ended, bed, suv, absolutely, use, case",Positive
This was a really good fair review.,"really, good, fair, review",Positive
Faster than a cc??? Huh,"faster, cc, huh",Positive
"The first time is saw it when it was just being launched i was like that's the ugliest car I've ever seen.. now, i don't know maahn It's incredible how you can be easily influenced by Society.😂😂","first, time, saw, launched, like, thats, ugliest, car, ive, ever, seen, dont, know, maahn, incredible, easily, influenced, society",Positive
I would pull my hoody over my head too when stepping out of a cyber truck.,"would, pull, hoody, head, stepping, cyber, truck",Positive
thank musk for having the balls to release this truck,"thank, musk, ball, release, truck",Positive
looks really good,"look, really, good",Positive
Its getting FSD with 12.5,"getting, fsd",Positive
I would rather it in full mat black with some bigger OS rims,"would, rather, full, mat, black, bigger, o, rim",Positive
One of the best reviews ever❤❤🎉,"one, best, review, ever",Positive
Looks like a dumpster and that’s why eyeballs pop out,"look, like, dumpster, eyeball, pop",Positive
Elon Musk loves back to the future.,"elon, musk, love, back, future",Positive
"Are you... sure the most dangerous thing isn't its lack of crumple zone?
I was really interested in your channel, from the buzz about your ""controversial"" review, but it feels incredibly disengenuous how much you gloss over really important problems with this vehicle.The highlights seem great, and I can agree with a lot of those innovative pieces of tech in the vehicle being useful, but did they need to be in a rigid body steel block, that you cannot see out the back of without taking your eyes completely off the road?","sure, dangerous, thing, isnt, lack, crumple, zone, really, interested, channel, buzz, controversial, review, feel, incredibly, disengenuous, much, gloss, really, important, problem, vehiclethe, highlight, seem, great, agree, lot, innovative, piece, tech, vehicle, useful, need, rigid, body, steel, block, see, back, without, taking, eye, completely, road",Positive
"I was invited to the second step and gave Tesla  another $1000. There’s something off though so let me know what you think:
1. I did the original preorder in June 2021. I figured I was somewhere between 150k-200k based on some articles I read at the time. The recent recalls where they are forced to publish figures suggest Tesla made some 12K trucks by July 2024. So, how did I get invited unless like 80-90% dropped out?!
2. I am looking on CarGurus now and the Cyberbeast, which is like 131k for the tag, is being sold in multiple states for 140k-143k which is a modest premium and is almost breakeven

Does this sound like what was advertised? I think I have another 2-3 months before they call me for the final payment and delivery but this is starting to look like a major flop and I might have to walk away since cheaper to let go of the deposits than pick up a car which could be depreciating like the rest of the Teslas. Where can I see reliable information on how many cars they made and how many preorders still exist?

Also, was considering renting it on Turo for like $350-400/day. Thoughts on the feasibility?","invited, second, step, gave, tesla, another, something, though, let, know, think, original, preorder, june, figured, somewhere, kk, based, article, read, time, recent, recall, forced, publish, figure, suggest, tesla, made, k, truck, july, get, invited, unless, like, dropped, looking, cargurus, cyberbeast, like, k, tag, sold, multiple, state, kk, modest, premium, almost, breakeven, sound, like, advertised, think, another, month, call, final, payment, delivery, starting, look, like, major, flop, might, walk, away, since, cheaper, let, go, deposit, pick, car, could, depreciating, like, rest, tesla, see, reliable, information, many, car, made, many, preorders, still, exist, also, considering, renting, turo, like, day, thought, feasibility",Positive
Good ❤ Sound Quality on this Video. Great work here man! 👍,"good, sound, quality, video, great, work, man",Positive
"honestly tech reviewers reviewing vehicles is just not a good idea tbh!, they don't i think truly understand what customers want especially in trucks, they focus on alot of the tech, that steering wheel thing really isn't special lets be real but he never reviews average joe cars","honestly, tech, reviewer, reviewing, vehicle, good, idea, tbh, dont, think, truly, understand, customer, want, especially, truck, focus, alot, tech, steering, wheel, thing, really, isnt, special, let, real, never, review, average, joe, car",Positive
"Your 911 Turbo is an iconic design that's evolved over what, 60 years? And how many tens of thousands of them are on the roads?","turbo, iconic, design, thats, evolved, year, many, ten, thousand, road",Positive
Can you get it lifted?,"get, lifted",Positive
JAJAJA look line a aluminum can with wheels..,"jajaja, look, line, aluminum, wheel",Positive
"""steer by wire"" or electric power steering exists even on Russian Ladas. Tesla are the new king of turning 50 year old technology into an innovative feature.","steer, wire, electric, power, steering, exists, even, russian, ladas, tesla, new, king, turning, year, old, technology, innovative, feature",Positive
also like... is it fine? is it fine that you buy a fking massive truck that you can't see like half a metre in front of the dashboard and would literally flatten a cyclist on impact  just cos it looks cool... and not cos you need it to perform literally any of the functions it is SO BIG and dangerous to achieve?,"also, like, fine, fine, buy, fking, massive, truck, cant, see, like, half, metre, front, dashboard, would, literally, flatten, cyclist, impact, co, look, cool, co, need, perform, literally, function, big, dangerous, achieve",Positive
"Very well researched, as usual.   Thx.  I think I will order mine.","well, researched, usual, thx, think, order, mine",Positive
"So, it's basically a futuristic looking El Camino...aight cool","basically, futuristic, looking, el, caminoaight, cool",Positive
Pavement princess,"pavement, princess",Positive
My decade old Mustang has steer-by-wire...,"decade, old, mustang, steerbywire",Positive
you got the best presentation skill in the world.,"got, best, presentation, skill, world",Positive
It’s ugly and beautiful at the same time. Brilliant! ✨,"ugly, beautiful, time, brilliant",Positive
"I am old enough to remember the PT cruiser and yes- thought the design was super cool. But then I drove it and it was a DOG. Not just bad, terrible. Cyber Truck? I wasn’t crazy about the design but after driving it?? Sweet! ❤","old, enough, remember, pt, cruiser, yes, thought, design, super, cool, drove, dog, bad, terrible, cyber, truck, crazy, design, driving, sweet",Positive
"its unsafe for pedestrians, its unsafe for other vehicles on the road, its unsafe for the driver, its unsafe for your taste..F","unsafe, pedestrian, unsafe, vehicle, road, unsafe, driver, unsafe, tastef",Positive
I heard its a 💩.,heard,Positive
Jeeze did I like that video. One of the best review ever made by Marquee. So informative while being entertaining.,"jeeze, like, video, one, best, review, ever, made, marquee, informative, entertaining",Positive
"I don't think the wacky design will wear off on people when it's mass produced. I see goofy cars like the Nissan Cube all the time and I still always think ""why would you buy that?"" Dodge Rams are also getting very popular where I live (I see them almost daily now) and I think the same thing. When cars stick out like a sore thumb, I don't think people will be desensitised.","dont, think, wacky, design, wear, people, mass, produced, see, goofy, car, like, nissan, cube, time, still, always, think, would, buy, dodge, ram, also, getting, popular, live, see, almost, daily, think, thing, car, stick, like, sore, thumb, dont, think, people, desensitised",Positive
"I'm so happy this is a topic for a MBL video because the rubber necking trend around certain vehicles can be extremely dangerous, and its interesting to see it brought to the ultimate level here.","im, happy, topic, mbl, video, rubber, necking, trend, around, certain, vehicle, extremely, dangerous, interesting, see, brought, ultimate, level",Positive
Wow. This is gonna be a W garbage can upgrade 🔥🔥🔥🔥,"wow, gon, na, w, garbage, upgrade",Positive
Fanboy shill,"fanboy, shill",Positive
"I’ll never forget in middle school everyone picked on me for being awkward!

Now that I’m older and rich everyone from high school that went to College still think I’m AWKWARD…
But worth more 😊","never, forget, middle, school, everyone, picked, awkward, older, rich, everyone, high, school, went, college, still, think, awkward, worth",Positive
the VW was also mass produced but still iconic.,"vw, also, mass, produced, still, iconic",Positive
"Them : so what topic are you touching on about the cyber truck?

Marques: YES","topic, touching, cyber, truck, marque, yes",Positive
Does the fingerpring door unlock work in wet conditions,"fingerpring, door, unlock, work, wet, condition",Positive
They're not laughing with you....,"theyre, laughing",Positive
It's not very fun it's very dangerous and YouTubers like yourself are playing into that with people who are unqualified to drive vehicles of this size at that speed you're pedestrians in these locations there are other cars,"fun, dangerous, youtubers, like, playing, people, unqualified, drive, vehicle, size, speed, youre, pedestrian, location, car",Positive
